epoch,sat_count,dual_count,mean_elevation_deg,mean_model_l1_iono_m,mean_dual_l1_iono_m,mean_diff_m
2025-01-01 19:07:00.000,6,6,38.882934,2.350652,0.905418,-1.445235
2025-01-01 19:08:00.000,6,6,38.824512,2.349649,0.945475,-1.404175
2025-01-01 19:09:00.000,6,6,38.765715,2.348820,0.976130,-1.372689
2025-01-01 19:10:00.000,6,6,38.706571,2.348164,0.996893,-1.351271
2025-01-01 19:11:00.000,6,6,38.647106,2.347684,1.029055,-1.318629
2025-01-01 19:12:00.000,6,6,38.587344,2.347380,1.063253,-1.284127
2025-01-01 19:13:00.000,6,6,38.527310,2.347253,1.096993,-1.250260
2025-01-01 19:14:00.000,5,5,37.031014,2.415681,1.878399,-0.537282
2025-01-01 19:15:00.000,5,5,36.998274,2.414736,1.873719,-0.541017
2025-01-01 19:16:00.000,6,6,38.345800,2.347948,1.109700,-1.238248
2025-01-01 19:17:00.000,6,6,38.284896,2.348541,1.124731,-1.223810
2025-01-01 19:18:00.000,6,6,38.223823,2.349316,1.117978,-1.231338
2025-01-01 19:19:00.000,6,6,38.162600,2.350274,1.112742,-1.237532
2025-01-01 19:20:00.000,6,6,38.101244,2.351416,1.088750,-1.262665
2025-01-01 19:21:00.000,6,6,38.039769,2.352742,1.088448,-1.264294
2025-01-01 19:22:00.000,6,6,37.978192,2.354254,1.094142,-1.260112
2025-01-01 19:23:00.000,6,6,37.916525,2.355952,1.100093,-1.255860
2025-01-01 19:24:00.000,5,5,41.431158,2.352827,1.990313,-0.362514
2025-01-01 19:25:00.000,5,5,41.338366,2.356175,1.965675,-0.390500
2025-01-01 19:26:00.000,5,5,41.242618,2.359677,1.967705,-0.391972
2025-01-01 19:27:00.000,5,5,41.144015,2.363333,1.981911,-0.381422
2025-01-01 19:28:00.000,5,5,41.042661,2.367143,1.990879,-0.376264
2025-01-01 19:29:00.000,5,5,40.938661,2.371110,2.019152,-0.351958
2025-01-01 19:30:00.000,5,5,40.832122,2.375232,2.007890,-0.367342
2025-01-01 19:31:00.000,5,5,40.723152,2.379512,2.003746,-0.375766
2025-01-01 19:32:00.000,5,5,40.611857,2.383949,1.986020,-0.397930
2025-01-01 19:33:00.000,5,5,40.498345,2.388545,1.980265,-0.408280
2025-01-01 19:34:00.000,5,5,40.382719,2.393301,1.968123,-0.425178
2025-01-01 19:35:00.000,5,5,40.265083,2.398216,1.955310,-0.442906
2025-01-01 19:36:00.000,5,5,40.145535,2.403291,1.976915,-0.426377
2025-01-01 19:37:00.000,5,5,40.024175,2.408528,1.994195,-0.414334
2025-01-01 19:38:00.000,5,5,39.901096,2.413927,2.021045,-0.392883
2025-01-01 19:39:00.000,5,5,39.776389,2.419489,2.060504,-0.358985
2025-01-01 19:40:00.000,5,5,39.650142,2.425214,2.091133,-0.334081
2025-01-01 19:41:00.000,5,5,39.522439,2.431102,2.121058,-0.310044
2025-01-01 19:42:00.000,5,5,39.393361,2.437155,2.130242,-0.306913
2025-01-01 19:43:00.000,5,5,39.262984,2.443373,2.169648,-0.273724
2025-01-01 19:44:00.000,5,5,39.131384,2.449756,2.205071,-0.244685
2025-01-01 19:45:00.000,4,4,45.024919,2.159194,1.576664,-0.582531
2025-01-01 19:46:00.000,4,4,44.923008,2.162343,1.632280,-0.530063
2025-01-01 19:47:00.000,4,4,44.819926,2.165658,1.689164,-0.476493
2025-01-01 19:48:00.000,4,4,44.715749,2.169138,1.747329,-0.421810
2025-01-01 19:49:00.000,4,4,44.610548,2.172785,1.819032,-0.353753
2025-01-01 19:50:00.000,4,4,44.504392,2.176598,1.897374,-0.279223
2025-01-01 19:51:00.000,4,4,44.397343,2.180577,2.002839,-0.177738
2025-01-01 19:52:00.000,5,5,41.017862,2.300167,1.231682,-1.068485
2025-01-01 19:53:00.000,5,5,40.985885,2.300543,1.305077,-0.995466
2025-01-01 19:54:00.000,5,5,40.953518,2.301068,1.380235,-0.920833
2025-01-01 19:55:00.000,5,5,40.920802,2.301740,1.468147,-0.833593
2025-01-01 19:56:00.000,5,5,40.887778,2.302561,1.564237,-0.738323
2025-01-01 19:57:00.000,5,5,40.854481,2.303529,1.679495,-0.624034
2025-01-01 19:58:00.000,5,5,40.820945,2.304645,1.792889,-0.511757
2025-01-01 19:59:00.000,5,5,40.787203,2.305910,1.857693,-0.448217
2025-01-01 20:00:00.000,5,5,40.753285,2.307322,1.842647,-0.464675
2025-01-01 20:01:00.000,5,5,40.719217,2.308882,1.881975,-0.426907
2025-01-01 20:02:00.000,5,5,40.685026,2.310590,1.982741,-0.327849
2025-01-01 20:03:00.000,5,5,40.650735,2.312445,2.041849,-0.270597
2025-01-01 20:04:00.000,5,5,40.616365,2.314448,2.175659,-0.138789
2025-01-01 20:05:00.000,5,5,40.581937,2.316598,2.252365,-0.064233
2025-01-01 20:06:00.000,5,5,40.547469,2.318895,2.235664,-0.083231
2025-01-01 20:07:00.000,5,5,40.512976,2.321339,2.295043,-0.026296
2025-01-01 20:08:00.000,5,5,40.478473,2.323929,2.348918,0.024989
2025-01-01 20:09:00.000,5,5,40.443973,2.326666,2.408470,0.081805
2025-01-01 20:10:00.000,5,5,40.409486,2.329548,2.516261,0.186712
2025-01-01 20:11:00.000,5,5,40.375023,2.332576,2.582767,0.250191
2025-01-01 20:12:00.000,5,5,40.340590,2.335750,2.673551,0.337802
2025-01-01 20:13:00.000,5,5,40.306195,2.339068,2.756815,0.417747
2025-01-01 20:14:00.000,5,5,40.271841,2.342530,2.840013,0.497483
2025-01-01 20:15:00.000,5,5,40.237532,2.346137,2.971153,0.625016
2025-01-01 20:16:00.000,5,5,40.203268,2.349887,3.030847,0.680959
2025-01-01 20:17:00.000,5,5,40.169049,2.353781,3.054861,0.701081
2025-01-01 20:18:00.000,5,5,40.134873,2.357816,3.117156,0.759339
2025-01-01 20:19:00.000,5,5,40.100737,2.361994,3.121080,0.759085
2025-01-01 20:20:00.000,4,4,35.399951,2.532470,4.640672,2.108202
2025-01-01 20:21:00.000,4,4,35.446316,2.536556,4.677092,2.140536
2025-01-01 20:22:00.000,4,4,35.492655,2.540788,4.761880,2.221091
2025-01-01 20:23:00.000,4,4,35.538944,2.545168,4.800341,2.255174
2025-01-01 20:24:00.000,4,4,35.585157,2.549692,4.896437,2.346745
2025-01-01 20:25:00.000,4,4,35.631267,2.554362,4.970380,2.416018
2025-01-01 20:26:00.000,4,4,35.677242,2.559175,5.052307,2.493132
2025-01-01 20:27:00.000,4,4,35.723051,2.564131,5.047047,2.482915
2025-01-01 20:28:00.000,3,3,42.722537,2.211085,2.672149,0.461065
2025-01-01 20:29:00.000,3,3,42.891248,2.209385,2.686896,0.477510
2025-01-01 20:30:00.000,3,3,43.059191,2.207835,2.692362,0.484527
2025-01-01 20:31:00.000,3,3,43.226301,2.206435,2.723425,0.516990
2025-01-01 20:32:00.000,3,3,43.392512,2.205183,2.780874,0.575692
2025-01-01 20:33:00.000,3,3,43.557753,2.204080,2.813286,0.609206
2025-01-01 20:34:00.000,3,3,43.721949,2.203125,2.838031,0.634906
2025-01-01 20:35:00.000,3,3,43.885022,2.202319,2.875799,0.673480
2025-01-01 20:36:00.000,3,3,44.046888,2.201661,2.940437,0.738776
2025-01-01 20:37:00.000,3,3,44.207462,2.201151,2.989948,0.788796
2025-01-01 20:38:00.000,3,3,44.366649,2.200789,3.069368,0.868578
2025-01-01 20:39:00.000,3,3,44.524354,2.200574,3.109144,0.908569
2025-01-01 20:40:00.000,3,3,44.680474,2.212561,3.174545,0.961983
2025-01-01 20:41:00.000,3,3,44.834901,2.237106,3.212736,0.975630
2025-01-01 20:42:00.000,3,3,44.987522,2.262127,3.233762,0.971636
2025-01-01 20:43:00.000,3,3,45.138219,2.287630,3.271819,0.984189
2025-01-01 20:44:00.000,3,3,45.286866,2.313622,3.328233,1.014611
2025-01-01 20:45:00.000,3,3,45.433332,2.340107,3.412965,1.072858
2025-01-01 20:46:00.000,3,3,45.577481,2.367093,3.424035,1.056942
2025-01-01 20:47:00.000,3,3,45.719168,2.394584,3.543568,1.148983
2025-01-01 20:48:00.000,3,3,45.858245,2.422588,3.618796,1.196208
2025-01-01 20:49:00.000,3,3,45.994554,2.451110,3.653757,1.202647
2025-01-01 20:50:00.000,3,3,46.127935,2.480157,3.724988,1.244831
2025-01-01 20:51:00.000,3,3,46.258219,2.509736,3.778267,1.268531
2025-01-01 20:52:00.000,3,3,46.385233,2.539852,3.869876,1.330024
2025-01-01 20:53:00.000,3,3,46.508798,2.570514,3.940410,1.369896
2025-01-01 20:54:00.000,3,3,46.628732,2.601727,4.037763,1.436035
2025-01-01 20:55:00.000,3,3,46.744848,2.633500,4.159317,1.525817
2025-01-01 20:56:00.000,3,3,46.856956,2.665839,4.273393,1.607554
2025-01-01 20:57:00.000,3,3,46.964865,2.698752,4.366565,1.667812
2025-01-01 20:58:00.000,4,4,52.761299,2.441093,3.720966,1.279873
2025-01-01 20:59:00.000,4,4,52.785614,2.467061,3.783459,1.316397
2025-01-01 21:00:00.000,4,4,52.803033,2.493511,3.870215,1.376704
2025-01-01 21:01:00.000,4,4,52.813520,2.520450,3.915728,1.395279
2025-01-01 21:02:00.000,4,4,52.817050,2.547884,3.995528,1.447645
2025-01-01 21:03:00.000,4,4,52.813603,2.575820,4.060071,1.484252
2025-01-01 21:04:00.000,4,4,52.803167,2.608501,4.139527,1.531025
2025-01-01 21:05:00.000,4,4,52.785739,2.643453,4.242679,1.599225
2025-01-01 21:06:00.000,4,4,52.761326,2.678933,4.277971,1.599037
2025-01-01 21:07:00.000,4,4,52.729945,2.714951,4.356063,1.641112
2025-01-01 21:08:00.000,4,4,52.691627,2.751515,4.413584,1.662069
2025-01-01 21:09:00.000,4,4,52.646413,2.790515,4.471689,1.681174
2025-01-01 21:10:00.000,4,4,52.594360,2.836053,4.551150,1.715097
2025-01-01 21:11:00.000,4,4,52.535535,2.882199,4.587705,1.705506
2025-01-01 21:12:00.000,4,4,52.470022,2.928964,4.649279,1.720314
2025-01-01 21:13:00.000,4,4,52.397918,2.976363,4.646876,1.670514
2025-01-01 21:14:00.000,4,4,52.319335,3.024407,4.664934,1.640528
2025-01-01 21:15:00.000,4,4,52.234396,3.073109,4.696013,1.622903
2025-01-01 21:16:00.000,4,4,52.143239,3.122485,4.716969,1.594484
2025-01-01 21:17:00.000,4,4,52.046013,3.172547,4.742681,1.570134
2025-01-01 21:18:00.000,4,4,51.942877,3.223309,4.729118,1.505809
2025-01-01 21:19:00.000,4,4,51.834001,3.274787,4.733838,1.459051
2025-01-01 21:20:00.000,3,3,64.056653,1.901938,2.453381,0.551443
2025-01-01 21:21:00.000,3,3,63.994574,1.933531,2.405982,0.472451
2025-01-01 21:22:00.000,3,3,63.925791,1.965271,2.357813,0.392541
2025-01-01 21:23:00.000,3,3,63.850559,1.997170,2.323975,0.326805
2025-01-01 21:24:00.000,3,3,63.769137,2.029237,2.295361,0.266125
2025-01-01 21:25:00.000,3,3,63.681783,2.061483,2.286987,0.225504
2025-01-01 21:26:00.000,3,3,55.631885,2.397838,1.794007,-0.603831
2025-01-01 21:27:00.000,3,3,55.573113,2.439271,1.774617,-0.664655
2025-01-01 21:28:00.000,4,4,45.392542,2.769058,3.802046,1.032988
2025-01-01 21:29:00.000,4,4,45.406602,2.795555,4.197741,1.402185
2025-01-01 21:30:00.000,3,3,55.375430,2.565449,1.707691,-0.857758
2025-01-01 21:31:00.000,4,4,45.426981,2.849411,4.282973,1.433562
2025-01-01 21:32:00.000,4,4,45.433557,2.876782,4.182167,1.305385
2025-01-01 21:33:00.000,4,4,45.437889,2.904456,4.075038,1.170582
2025-01-01 21:34:00.000,4,4,45.440094,2.932439,3.995290,1.062851
2025-01-01 21:35:00.000,4,4,45.440284,2.960738,3.876659,0.915921
2025-01-01 21:36:00.000,5,5,41.404346,2.974994,3.489320,0.514326
2025-01-01 21:37:00.000,5,5,41.470797,2.993969,3.394709,0.400740
2025-01-01 21:38:00.000,5,5,41.536169,3.013236,3.292498,0.279261
2025-01-01 21:39:00.000,5,5,41.600536,3.032800,3.204395,0.171595
2025-01-01 21:40:00.000,4,4,47.566471,2.965375,1.694635,-1.270740
2025-01-01 21:41:00.000,4,4,47.582632,2.995155,1.655330,-1.339825
2025-01-01 21:42:00.000,4,4,47.597894,3.025287,1.619122,-1.406165
2025-01-01 21:43:00.000,5,5,41.849258,3.152036,2.496570,-0.655466
2025-01-01 21:44:00.000,5,5,41.909537,3.189227,2.406689,-0.782537
2025-01-01 21:45:00.000,5,5,41.969155,3.236531,2.346892,-0.889639
2025-01-01 21:46:00.000,5,5,42.028153,3.283823,2.282888,-1.000935
2025-01-01 21:47:00.000,5,5,42.086568,3.331112,2.226145,-1.104967
2025-01-01 21:48:00.000,5,5,39.498461,4.148731,3.421876,-0.726855
2025-01-01 21:49:00.000,5,5,39.669332,4.172822,3.379466,-0.793357
2025-01-01 21:50:00.000,5,5,39.839566,4.196817,3.314395,-0.882422
2025-01-01 21:51:00.000,5,5,40.009176,4.220723,3.700197,-0.520527
2025-01-01 21:52:00.000,5,5,40.178170,4.244548,3.676751,-0.567797
2025-01-01 21:53:00.000,5,5,40.346553,4.268299,3.598174,-0.670126
2025-01-01 21:54:00.000,5,5,40.514325,4.291984,3.530773,-0.761211
2025-01-01 21:55:00.000,5,5,40.681480,4.315611,3.472933,-0.842678
2025-01-01 21:56:00.000,6,6,41.871623,4.249659,3.360983,-0.888676
2025-01-01 21:57:00.000,6,6,41.931866,4.280278,3.337842,-0.942436
2025-01-01 21:58:00.000,6,6,41.991547,4.311051,3.305899,-1.005152
2025-01-01 21:59:00.000,6,6,42.050657,4.341989,3.264689,-1.077299
2025-01-01 22:00:00.000,6,6,42.109181,4.373099,3.215643,-1.157457
2025-01-01 22:01:00.000,5,5,43.726729,4.583331,3.385140,-1.198191
2025-01-01 22:02:00.000,6,6,42.224387,4.435880,3.123577,-1.312303
2025-01-01 22:03:00.000,6,6,42.281015,4.467570,3.058358,-1.409212
2025-01-01 22:04:00.000,6,6,42.336948,4.499472,2.997018,-1.502454
2025-01-01 22:05:00.000,6,6,42.392145,4.531596,2.930938,-1.600658
2025-01-01 22:06:00.000,6,6,42.446562,4.563952,2.871932,-1.692020
2025-01-01 22:07:00.000,6,6,42.500146,4.596549,2.832787,-1.763762
2025-01-01 22:08:00.000,6,6,42.552839,4.629397,2.777569,-1.851829
2025-01-01 22:09:00.000,6,6,42.604576,4.662507,2.735497,-1.927010
2025-01-01 22:10:00.000,6,6,40.975844,5.625663,3.630782,-1.994881
2025-01-01 22:11:00.000,6,6,41.043077,5.646038,3.702256,-1.943782
2025-01-01 22:12:00.000,6,6,41.109415,5.666782,3.731621,-1.935161
2025-01-01 22:13:00.000,7,7,39.011467,5.535461,3.622528,-1.912933
2025-01-01 22:14:00.000,7,7,39.100296,5.558463,3.568148,-1.990315
2025-01-01 22:15:00.000,7,7,39.188062,5.581771,3.469161,-2.112610
2025-01-01 22:16:00.000,7,7,39.274668,5.605391,3.413410,-2.191981
2025-01-01 22:17:00.000,6,6,39.717589,5.660026,3.117841,-2.542185
2025-01-01 22:18:00.000,6,6,39.892122,5.672834,3.064500,-2.608334
2025-01-01 22:19:00.000,6,6,40.064785,5.685790,3.043009,-2.642781
2025-01-01 22:20:00.000,6,6,40.235437,5.698902,3.034535,-2.664367
2025-01-01 22:21:00.000,6,6,40.403936,5.712176,3.062540,-2.649637
2025-01-01 22:22:00.000,6,6,40.570137,5.725621,3.069290,-2.656331
2025-01-01 22:23:00.000,6,6,40.733897,5.739243,3.077567,-2.661675
2025-01-01 22:24:00.000,6,6,40.895075,5.753049,3.081214,-2.671835
2025-01-01 22:25:00.000,6,6,41.053534,5.767046,3.118693,-2.648353
2025-01-01 22:26:00.000,6,6,41.209144,5.781242,3.156982,-2.624260
2025-01-01 22:27:00.000,6,6,41.361785,5.795644,3.191342,-2.604302
2025-01-01 22:28:00.000,6,6,41.511347,5.810258,3.210356,-2.599902
2025-01-01 22:29:00.000,6,6,41.657736,5.825093,3.199578,-2.625515
2025-01-01 22:30:00.000,6,6,41.800873,5.840156,3.160387,-2.679769
2025-01-01 22:31:00.000,6,6,41.940695,5.855453,3.161956,-2.693497
2025-01-01 22:32:00.000,6,6,42.077161,5.870992,3.208534,-2.662458
2025-01-01 22:33:00.000,8,8,37.283696,6.432966,3.968125,-2.464841
2025-01-01 22:34:00.000,8,8,37.373167,6.455900,3.938464,-2.517436
2025-01-01 22:35:00.000,8,8,37.460260,6.479295,3.857439,-2.621856
2025-01-01 22:36:00.000,8,8,37.545002,6.503156,3.746436,-2.756720
2025-01-01 22:37:00.000,8,8,37.627433,6.527491,3.615536,-2.911955
2025-01-01 22:38:00.000,8,8,37.707603,6.552306,3.536500,-3.015806
2025-01-01 22:39:00.000,8,8,37.785574,6.577609,3.522010,-3.055599
2025-01-01 22:40:00.000,8,8,37.861414,6.603406,3.447593,-3.155813
2025-01-01 22:41:00.000,8,8,37.935199,6.629705,3.426340,-3.203365
2025-01-01 22:42:00.000,8,8,38.007009,6.656513,3.341099,-3.315414
2025-01-01 22:43:00.000,8,8,38.076927,6.683838,3.206716,-3.477122
2025-01-01 22:44:00.000,8,8,38.145039,6.711687,3.117456,-3.594231
2025-01-01 22:45:00.000,8,8,38.211431,6.740068,3.004574,-3.735494
2025-01-01 22:46:00.000,8,8,38.276185,6.768989,2.918189,-3.850800
2025-01-01 22:47:00.000,8,8,38.339386,6.798457,2.830096,-3.968361
2025-01-01 22:48:00.000,8,8,38.401113,6.828481,2.806258,-4.022223
2025-01-01 22:49:00.000,8,8,38.461444,6.859068,2.782551,-4.076517
2025-01-01 22:50:00.000,8,8,38.520450,6.890226,2.864587,-4.025639
2025-01-01 22:51:00.000,8,8,38.578202,6.921963,2.976643,-3.945320
2025-01-01 22:52:00.000,8,8,38.634765,6.954288,3.091056,-3.863232
2025-01-01 22:53:00.000,8,8,38.690198,6.987208,3.136528,-3.850680
2025-01-01 22:54:00.000,8,8,38.744558,7.020732,3.156575,-3.864156
2025-01-01 22:55:00.000,8,8,38.797897,7.054867,3.200429,-3.854437
2025-01-01 22:56:00.000,8,8,38.850263,7.089621,3.192165,-3.897457
2025-01-01 22:57:00.000,8,8,38.901698,7.125004,3.199152,-3.925852
2025-01-01 22:58:00.000,8,8,38.952243,7.161022,3.206360,-3.954661
2025-01-01 22:59:00.000,8,8,39.001933,7.197683,3.243215,-3.954468
2025-01-01 23:00:00.000,8,8,39.050799,7.234997,3.244099,-3.990897
2025-01-01 23:01:00.000,8,8,39.098870,7.272970,3.277036,-3.995934
2025-01-01 23:02:00.000,8,8,39.146172,7.311611,3.305598,-4.006012
2025-01-01 23:03:00.000,7,7,42.322099,6.759238,3.747156,-3.012082
2025-01-01 23:04:00.000,7,7,42.431533,6.779803,3.793220,-2.986583
2025-01-01 23:05:00.000,7,7,42.539917,6.800867,3.847356,-2.953512
2025-01-01 23:06:00.000,7,7,42.647262,6.822440,3.913660,-2.908780
2025-01-01 23:07:00.000,7,7,42.753581,6.844529,3.983930,-2.860599
2025-01-01 23:08:00.000,7,7,42.858882,6.867143,4.053139,-2.814004
2025-01-01 23:09:00.000,7,7,42.963169,6.890291,4.120879,-2.769413
2025-01-01 23:10:00.000,7,7,43.066447,6.913981,4.189895,-2.724086
2025-01-01 23:11:00.000,7,7,43.168716,6.938222,4.266857,-2.671365
2025-01-01 23:12:00.000,7,7,43.269976,6.963023,4.338126,-2.624897
2025-01-01 23:13:00.000,7,7,43.370221,6.988391,4.416226,-2.572166
2025-01-01 23:14:00.000,7,7,43.469446,7.014336,4.476580,-2.537757
2025-01-01 23:15:00.000,7,7,43.567644,7.040867,4.531100,-2.509767
2025-01-01 23:16:00.000,7,7,43.664805,7.067992,4.585052,-2.482940
2025-01-01 23:17:00.000,7,7,43.760917,7.095720,4.642886,-2.452833
2025-01-01 23:18:00.000,7,7,43.855965,7.124059,4.718941,-2.405118
2025-01-01 23:19:00.000,7,7,43.949933,7.153018,4.796668,-2.356350
2025-01-01 23:20:00.000,7,7,44.042804,7.182607,4.873000,-2.309607
2025-01-01 23:21:00.000,7,7,44.134557,7.212834,4.951037,-2.261796
2025-01-01 23:22:00.000,7,7,44.225170,7.243707,5.021772,-2.221935
2025-01-01 23:23:00.000,7,7,44.314616,7.275235,5.091043,-2.184192
2025-01-01 23:24:00.000,7,7,44.402870,7.307428,5.176013,-2.131415
2025-01-01 23:25:00.000,7,7,44.489900,7.340294,5.262520,-2.077773
2025-01-01 23:26:00.000,7,7,44.575674,7.373841,5.364077,-2.009764
2025-01-01 23:27:00.000,7,7,44.660155,7.408079,5.481527,-1.926552
2025-01-01 23:28:00.000,7,7,44.743305,7.443017,5.585614,-1.857402
2025-01-01 23:29:00.000,7,7,44.825079,7.478663,5.670918,-1.807745
2025-01-01 23:30:00.000,7,7,44.905431,7.515026,5.771400,-1.743626
2025-01-01 23:31:00.000,7,7,44.984308,7.552115,5.854849,-1.697267
2025-01-01 23:32:00.000,7,7,45.061653,7.589939,5.940193,-1.649746
2025-01-01 23:33:00.000,7,7,45.137403,7.628508,6.019580,-1.608928
2025-01-01 23:34:00.000,7,7,45.211490,7.667829,6.109554,-1.558275
2025-01-01 23:35:00.000,6,6,43.523521,7.930017,6.311054,-1.618963
2025-01-01 23:36:00.000,6,6,43.685960,7.966675,6.381075,-1.585601
2025-01-01 23:37:00.000,6,6,43.846247,8.004045,6.457973,-1.546071
2025-01-01 23:38:00.000,6,6,44.004250,8.042133,6.525349,-1.516784
2025-01-01 23:39:00.000,6,6,44.159823,8.080946,6.591965,-1.488981
2025-01-01 23:40:00.000,6,6,44.312805,8.120492,6.666388,-1.454104
2025-01-01 23:41:00.000,5,5,43.986748,8.480605,7.274267,-1.206338
2025-01-01 23:42:00.000,5,5,44.114339,8.527042,7.367433,-1.159609
2025-01-01 23:43:00.000,5,5,44.238034,8.574408,7.464645,-1.109763
2025-01-01 23:44:00.000,5,5,44.357531,8.622711,7.583925,-1.038785
2025-01-01 23:45:00.000,4,4,51.885170,7.322048,6.407542,-0.914506
2025-01-01 23:46:00.000,4,4,52.110990,7.336463,6.489646,-0.846817
2025-01-01 23:47:00.000,5,5,44.900643,8.374566,7.255414,-1.119151
2025-01-01 23:48:00.000,5,5,45.137592,8.378810,7.350790,-1.028020
2025-01-01 23:49:00.000,5,5,45.367875,8.383602,7.471417,-0.912185
2025-01-01 23:50:00.000,5,5,45.590939,8.388947,7.642961,-0.745986
2025-01-01 23:51:00.000,5,5,45.806199,8.394848,7.843942,-0.550906
2025-01-01 23:52:00.000,5,5,46.013046,8.401311,7.974682,-0.426629
2025-01-01 23:53:00.000,5,5,46.210864,8.408340,8.062227,-0.346113
2025-01-01 23:54:00.000,5,5,46.399060,8.415941,8.168019,-0.247921
2025-01-01 23:55:00.000,5,5,46.577084,8.424117,8.261742,-0.162375
2025-01-01 23:56:00.000,5,5,46.744472,8.432873,8.328713,-0.104160
2025-01-01 23:57:00.000,5,5,46.900868,8.442213,8.355756,-0.086457
2025-01-01 23:58:00.000,5,5,47.046054,8.452140,8.382083,-0.070057
2025-01-01 23:59:00.000,5,5,47.179966,8.462656,8.431758,-0.030899
